time,x,y,z
8.328,4.62,-0.56,0.07
8.334,4.68,-0.41,0.05
8.340,4.63,-0.25,0.07
8.345,4.62,-0.11,0.06
8.348,4.64,0.07,0.06
8.366,4.69,0.20,0.15
8.367,4.61,0.38,0.24
8.368,4.59,0.55,0.23
8.368,4.68,0.65,0.18
8.394,4.60,0.84,0.20
8.395,4.57,1.00,0.33
8.395,4.88,1.16,0.44
8.395,4.57,1.38,0.43
8.395,4.58,1.51,0.46
8.401,4.78,1.58,0.61
8.418,4.32,1.73,0.86
8.418,4.36,1.86,0.96
8.418,4.40,2.00,0.99
8.420,4.21,2.19,0.94
8.430,4.26,2.33,0.95
8.431,4.35,2.51,1.08
8.434,4.26,2.70,1.21
8.440,4.20,2.83,1.22
8.445,4.08,2.92,1.22
8.449,3.90,3.03,1.60
8.457,3.74,3.09,2.11
8.460,3.81,3.22,2.43
8.464,3.62,3.41,2.41
8.468,3.79,3.59,1.98
8.473,3.74,3.76,1.40
8.478,3.49,3.90,1.29
8.484,3.45,3.95,1.30
8.488,3.38,4.04,1.25
8.502,3.01,4.15,1.20
8.503,3.09,4.23,1.15
8.505,3.00,4.37,1.09
8.510,2.97,4.51,1.05
8.528,2.99,4.65,1.10
8.529,2.91,4.75,1.03
8.529,2.69,4.84,0.91
8.531,2.66,4.89,0.86
8.535,2.48,4.98,0.83
8.540,2.31,5.06,0.84
8.544,2.32,5.16,0.93
8.551,2.21,5.24,0.93
8.555,2.17,5.35,0.93
8.559,2.17,5.48,0.88
8.565,2.14,5.56,0.85
8.571,1.97,5.62,0.86
8.574,1.87,5.65,0.83
8.579,1.68,5.69,0.80
8.586,1.58,5.76,0.76
8.590,1.53,5.82,0.68
8.595,1.47,5.89,0.62
8.605,1.45,6.00,0.61
8.606,1.40,6.06,0.57
8.612,1.32,6.12,0.53
8.615,1.29,6.13,0.50
8.629,1.19,6.16,0.38
8.630,1.06,6.21,0.36
8.630,1.06,6.23,0.39
8.642,0.92,6.29,0.36
8.643,0.97,6.34,0.26
8.645,0.92,6.37,0.20
8.651,0.91,6.43,0.15
8.657,0.90,6.43,0.04
8.660,0.81,6.42,-0.15
8.665,0.68,6.46,-0.49
8.672,0.72,6.47,-0.76
8.674,0.62,6.50,-0.88
8.680,0.59,6.51,-0.93
8.685,0.70,6.56,-1.00
8.690,0.74,6.58,-0.90
8.695,0.63,6.59,-0.79
8.700,0.70,6.59,-0.81
8.706,0.66,6.54,-0.60
8.709,0.59,6.48,-0.12
8.715,0.62,6.43,0.35
8.719,0.41,6.40,0.51
8.729,0.62,6.42,0.28
8.730,0.71,6.42,0.31
8.749,0.77,6.45,0.42
8.750,0.77,6.41,0.48
8.750,0.90,6.41,0.44
8.754,0.72,6.30,0.28
8.755,0.77,6.22,0.16
8.761,0.65,6.16,0.20
8.764,0.84,6.13,0.30
8.770,0.79,6.10,0.36
8.775,0.98,6.10,0.30
8.780,1.10,6.05,0.24
8.784,1.18,6.03,0.22
8.790,1.12,5.95,0.34
8.795,1.23,5.85,0.42
8.800,1.23,5.80,0.47
8.804,1.18,5.69,0.44
8.811,1.25,5.65,0.42
8.816,1.40,5.58,0.47
8.820,1.53,5.53,0.59
8.825,1.64,5.50,0.66
8.830,1.73,5.41,0.62
8.835,1.81,5.32,0.57
8.840,1.83,5.20,0.55
8.851,1.86,5.08,0.61
8.852,1.94,4.98,0.65
8.856,2.03,4.91,0.69
8.861,2.15,4.83,0.62
8.882,2.27,4.73,0.57
8.883,2.38,4.67,0.61
8.883,2.43,4.57,0.66
8.883,2.58,4.42,0.69
8.886,2.60,4.29,0.67
8.891,2.56,4.18,0.60
8.895,2.73,4.05,0.58
8.902,2.81,3.93,0.57
8.912,2.90,3.85,0.59
8.912,3.08,3.74,0.61
8.918,3.22,3.63,0.57
8.921,3.30,3.50,0.57
8.926,3.37,3.39,0.54
8.931,3.39,3.21,0.56
8.937,3.49,3.05,0.60
8.940,3.54,2.91,0.61
8.945,3.54,2.76,0.57
8.951,3.64,2.63,0.50
8.955,3.79,2.52,0.52
8.960,3.86,2.40,0.50
8.965,3.92,2.23,0.57
8.970,3.94,2.08,0.52
8.976,3.95,1.93,0.43
8.981,4.04,1.77,0.41
8.994,4.09,1.63,0.46
8.995,4.24,1.49,0.47
8.997,4.28,1.36,0.47
9.002,4.41,1.22,0.40
9.022,4.39,1.06,0.36
9.023,4.41,0.88,0.44
9.023,4.36,0.70,0.46
9.024,4.40,0.53,0.45
9.026,4.40,0.39,0.42
9.032,4.41,0.21,0.39
9.036,4.46,0.08,0.41
9.041,4.52,-0.07,0.50
9.047,4.54,-0.20,0.55
9.051,4.52,-0.37,0.50
9.056,4.55,-0.54,0.45
9.062,4.43,-0.70,0.56
9.067,4.39,-0.89,0.63
9.072,4.41,-1.10,0.61
9.077,4.39,-1.26,0.56
9.082,4.29,-1.38,0.40
9.086,4.26,-1.54,0.28
9.091,4.34,-1.66,0.25
9.097,4.37,-1.80,0.17
9.102,4.25,-1.94,0.01
9.107,4.21,-2.10,-0.23
9.118,4.11,-2.25,-0.36
9.119,4.05,-2.38,-0.30
9.147,3.99,-2.52,-0.22
9.148,3.95,-2.66,-0.18
9.148,3.90,-2.78,-0.14
9.148,3.75,-2.90,-0.02
9.148,3.65,-3.06,0.15
9.149,3.64,-3.20,0.26
9.153,3.70,-3.34,0.36
9.157,3.49,-3.48,0.34
9.164,3.29,-3.61,0.32
9.167,3.27,-3.74,0.24
9.173,3.28,-3.87,0.28
9.177,3.16,-3.98,0.39
9.182,2.99,-4.07,0.46
9.187,2.95,-4.15,0.47
9.192,2.89,-4.27,0.33
9.202,2.67,-4.41,0.33
9.203,2.58,-4.53,0.41
9.209,2.49,-4.66,0.55
9.213,2.35,-4.76,0.60
9.224,2.24,-4.83,0.52
9.225,2.15,-4.89,0.44
9.228,2.07,-4.96,0.46
9.238,1.79,-5.02,0.31
9.238,1.82,-5.07,-0.81
9.242,2.57,-5.11,-1.13
9.247,1.80,-5.18,-0.89
9.253,1.29,-5.33,-0.61
9.259,1.25,-5.55,-0.71
9.262,1.15,-5.70,-0.79
9.269,0.84,-5.75,-0.51
9.275,0.90,-5.75,-0.35
9.277,1.08,-5.75,-0.23
9.282,1.08,-5.72,-0.12
9.289,1.02,-5.71,0.09
9.294,0.97,-5.82,0.39
9.297,0.80,-5.95,0.86
9.305,0.68,-6.09,1.47
9.309,0.33,-6.14,1.79
9.313,0.35,-6.15,1.80
9.318,0.36,-6.22,1.85
9.323,0.22,-6.26,1.92
9.329,0.04,-6.35,2.19
9.334,0.04,-6.36,2.29
9.349,-0.04,-6.41,2.35
9.350,-0.19,-6.46,2.26
9.350,-0.20,-6.47,1.97
9.355,-0.36,-6.46,1.31
9.359,0.02,-6.40,0.57
9.364,-0.13,-6.39,0.09
9.368,-0.26,-6.41,-0.14
9.381,-0.31,-6.49,-0.01
9.382,-0.46,-6.52,0.06
9.383,-0.59,-6.57,0.00
9.388,-0.65,-6.62,-0.13
9.394,-0.74,-6.59,-0.07
9.398,-0.65,-6.57,0.07
9.404,-0.59,-6.54,0.24
9.415,-0.56,-6.50,0.42
9.416,-0.55,-6.47,0.66
9.418,-0.56,-6.49,0.96
9.423,-0.63,-6.51,1.33
9.429,-0.74,-6.52,1.45
9.434,-0.49,-6.51,1.40
9.438,-0.75,-6.54,1.49
9.445,-0.58,-6.49,1.41
9.449,-0.58,-6.48,1.29
9.454,-0.50,-6.42,1.08
9.458,-0.47,-6.41,0.97
9.463,-0.45,-6.35,0.69
9.468,-0.45,-6.33,0.49
9.473,-0.46,-6.32,0.22
9.482,-0.47,-6.30,0.20
9.483,-0.45,-6.27,0.20
9.489,-0.31,-6.20,0.22
9.494,-0.25,-6.16,0.07
9.498,-0.17,-6.10,0.04
9.504,-0.08,-6.07,0.17
9.508,-0.04,-6.03,0.44
9.514,0.01,-6.00,0.66
9.519,0.02,-5.98,0.76
9.524,0.08,-5.95,0.80
9.528,0.17,-5.92,0.83
9.535,0.25,-5.85,1.02
9.538,0.40,-5.74,1.00
9.543,0.52,-5.64,0.93
9.551,0.63,-5.56,0.71
9.554,0.68,-5.51,0.52
9.559,0.77,-5.44,0.47
9.563,0.83,-5.42,0.44
9.569,0.89,-5.35,0.39
9.575,0.95,-5.29,0.25
9.579,1.04,-5.19,0.07
9.585,1.22,-5.09,-0.04
9.592,1.35,-5.00,-0.08
9.594,1.43,-4.92,-0.03
9.600,1.52,-4.80,-0.04
9.619,1.63,-4.73,-0.06
9.620,1.75,-4.68,-0.04
9.621,1.83,-4.59,0.01
9.621,1.92,-4.48,0.18
9.624,2.02,-4.37,0.33
9.630,2.15,-4.30,0.44
9.634,2.28,-4.20,0.34
9.639,2.44,-4.07,0.24
9.645,2.58,-3.97,0.17
9.650,2.59,-3.85,0.19
9.655,2.70,-3.72,0.19
9.660,2.78,-3.63,0.09
9.664,2.90,-3.48,-0.06
9.670,3.05,-3.38,-0.09
9.675,3.10,-3.24,-0.02
9.680,3.09,-3.11,0.03
9.684,3.31,-2.99,0.01
9.694,3.41,-2.85,-0.08
9.694,3.40,-2.72,-0.07
9.700,3.49,-2.58,-0.08
9.705,3.64,-2.47,-0.05
9.712,3.70,-2.36,0.03
9.714,3.74,-2.16,0.09
9.720,3.82,-2.03,0.06
9.727,3.91,-1.87,-0.02
9.730,4.06,-1.73,-0.03
9.735,4.11,-1.61,0.04
9.740,4.12,-1.44,0.08
9.744,4.19,-1.31,0.06
9.750,4.29,-1.14,-0.03
9.755,4.28,-0.97,-0.03
9.762,4.29,-0.84,-0.01
9.766,4.33,-0.68,-0.00
9.770,4.39,-0.56,0.03
9.775,4.46,-0.40,0.00
9.780,4.44,-0.24,0.04
9.785,4.42,-0.06,0.05
9.792,4.48,0.08,0.11
9.797,4.53,0.22,0.16
9.802,4.48,0.39,0.19
9.806,4.42,0.53,0.20
9.810,4.48,0.67,0.17
9.815,4.52,0.81,0.20
9.820,4.33,0.97,0.26
9.825,4.61,1.12,0.38
9.843,4.60,1.29,0.41
9.845,4.28,1.49,0.43
9.846,4.65,1.60,0.46
9.846,4.41,1.75,0.60
9.866,4.20,1.86,0.78
9.867,4.30,1.99,0.96
9.867,4.14,2.14,0.96
9.867,4.07,2.30,0.89
9.871,4.22,2.47,0.96
9.875,4.07,2.63,1.09
9.880,4.08,2.77,1.19
9.886,3.97,2.88,1.20
9.891,3.79,3.00,1.13
9.895,3.68,3.08,1.11
9.901,3.59,3.22,1.57
9.907,3.51,3.31,2.13
9.923,3.59,3.49,2.32
9.923,3.43,3.67,2.23
9.923,3.51,3.83,1.91
9.930,3.34,3.97,1.46
9.931,3.25,4.03,1.31
9.936,3.23,4.11,1.35
9.940,2.89,4.18,1.29
9.949,2.84,4.25,1.22
9.951,2.83,4.33,1.14
9.957,2.73,4.51,1.08
9.961,2.71,4.65,1.09
9.966,2.71,4.78,1.15
9.972,2.58,4.89,1.19
9.975,2.51,4.97,1.05
9.981,2.34,5.00,0.95
9.985,2.19,5.05,0.91
9.990,2.07,5.11,0.92
9.995,2.04,5.22,0.97
10.000,2.00,5.35,0.94
10.006,1.97,5.44,0.88
10.010,1.95,5.53,0.83
10.016,1.83,5.59,0.86
10.020,1.73,5.63,0.87
10.029,1.57,5.65,0.87
10.031,1.45,5.70,0.78
10.037,1.34,5.75,0.69
10.056,1.37,5.86,0.63
10.056,1.38,5.93,0.65
10.057,1.31,6.03,0.61
10.057,1.30,6.07,0.54
10.068,1.20,6.12,0.47
10.069,1.12,6.09,0.42
10.071,1.00,6.10,0.44
10.082,0.90,6.14,0.41
10.083,0.86,6.14,0.36
10.086,0.83,6.23,0.27
10.091,0.85,6.32,0.17
10.097,0.89,6.35,0.09
10.102,0.86,6.35,0.11
10.106,0.78,6.38,0.07
10.111,0.70,6.32,-0.08
10.117,0.59,6.33,-0.31
10.121,0.57,6.36,-0.60
10.126,0.58,6.37,-0.76
10.134,0.61,6.41,-0.90
10.136,0.62,6.45,-0.91
10.142,0.66,6.50,-0.95
10.159,0.68,6.44,-0.89
10.159,0.69,6.42,-0.79
10.161,0.64,6.40,-0.55
10.161,0.61,6.35,-0.09
10.172,0.46,6.31,0.10
10.172,0.65,6.30,0.04
10.177,0.61,6.26,0.14
10.186,0.77,6.32,0.21
10.188,0.77,6.26,0.21
10.192,0.84,6.25,0.16
10.196,0.75,6.17,0.15
10.203,0.83,6.10,0.18
10.207,0.73,6.00,0.26
10.212,0.85,5.99,0.26
10.218,0.83,5.94,0.28
10.222,1.00,5.93,0.27
10.228,1.08,5.90,0.32
10.232,1.23,5.85,0.38
10.239,1.19,5.78,0.43
10.242,1.25,5.69,0.46
10.247,1.22,5.60,0.46
10.254,1.25,5.52,0.47
10.258,1.39,5.46,0.55
10.262,1.47,5.41,0.60
10.267,1.55,5.35,0.66
10.274,1.65,5.28,0.62
10.277,1.75,5.20,0.62
10.282,1.80,5.10,0.69
10.289,1.88,5.01,0.69
10.304,1.90,4.90,0.69
10.306,1.99,4.83,0.68
10.311,2.06,4.73,0.64
10.311,2.13,4.59,0.64
10.313,2.26,4.56,0.63
10.317,2.40,4.46,0.65
10.322,2.48,4.33,0.65
10.327,2.53,4.22,0.67
10.333,2.60,4.10,0.63
10.337,2.71,3.96,0.64
10.342,2.76,3.87,0.68
10.350,2.86,3.76,0.71
10.355,2.96,3.64,0.67
10.357,3.08,3.53,0.63
10.364,3.15,3.42,0.65
10.368,3.22,3.29,0.68
10.373,3.29,3.14,0.65
10.379,3.33,2.99,0.62
10.383,3.39,2.87,0.63
10.387,3.44,2.72,0.59
10.395,3.57,2.57,0.57
10.398,3.64,2.51,0.56
10.403,3.77,2.36,0.57
10.407,3.85,2.18,0.53
10.418,3.88,2.06,0.51
10.418,3.90,1.91,0.43
10.423,3.97,1.73,0.42
10.428,3.97,1.55,0.45
10.437,3.97,1.43,0.48
10.443,4.10,1.28,0.43
10.444,4.23,1.15,0.39
10.458,4.09,1.00,0.39
10.459,4.22,0.86,0.36
10.459,4.35,0.69,0.38
10.462,4.24,0.55,0.42
10.467,4.24,0.38,0.37
10.472,4.29,0.22,0.31
10.477,4.32,0.08,0.33
10.484,4.34,-0.07,0.39
10.488,4.40,-0.22,0.47
10.492,4.39,-0.38,0.74
10.498,4.40,-0.54,0.82
10.503,4.38,-0.74,0.89
10.509,4.35,-0.90,0.83
10.513,4.24,-1.06,0.92
10.518,4.15,-1.24,0.96
10.524,4.18,-1.39,0.80
10.529,4.20,-1.55,0.54
10.534,4.12,-1.64,0.28
10.540,4.13,-1.78,0.02
10.543,4.23,-1.93,-0.18
10.548,4.07,-2.08,-0.28
10.557,3.87,-2.24,-0.39
10.560,4.00,-2.42,-0.56
10.564,3.81,-2.55,-0.64
10.569,3.64,-2.68,-0.60
10.582,3.73,-2.80,-0.48
10.583,3.72,-2.90,-0.31
10.583,3.61,-3.00,-0.23
10.595,3.58,-3.12,-0.21
10.596,3.49,-3.26,-0.17
10.598,3.34,-3.41,-0.03
10.603,3.22,-3.58,0.18
10.610,3.14,-3.70,0.30
10.614,3.02,-3.81,0.32
10.618,3.00,-3.93,0.28
10.624,2.93,-4.02,0.27
10.629,2.80,-4.14,0.33
10.634,2.68,-4.27,0.26
10.638,2.61,-4.38,0.12
10.644,2.47,-4.49,-0.07
10.649,2.36,-4.58,-0.14
10.654,2.29,-4.68,-0.16
10.660,2.21,-4.77,-0.08
10.665,2.12,-4.79,-0.03
10.670,2.02,-4.89,-0.10
10.676,1.91,-5.02,-0.10
10.679,1.77,-5.10,0.01
10.684,1.68,-5.20,0.23
10.689,1.53,-5.28,0.38
10.694,1.44,-5.39,0.41
10.699,1.30,-5.45,0.45
10.704,1.26,-5.52,0.51
10.710,1.18,-5.54,0.57
10.719,1.08,-5.60,0.61
10.719,1.03,-5.66,0.67
10.724,0.93,-5.74,0.59
10.736,0.79,-5.82,0.55
10.736,0.67,-5.88,0.57
10.739,0.56,-5.93,0.58
10.750,0.44,-5.96,0.56
10.751,0.36,-5.99,0.50
10.755,0.15,-5.99,-0.14
10.760,0.75,-6.00,-0.43
10.765,0.42,-6.03,-0.11
10.769,-0.02,-6.06,0.28
10.774,0.08,-6.20,0.19
10.779,-0.06,-6.32,-0.05
10.785,-0.37,-6.36,-0.08
10.790,-0.29,-6.37,0.07
10.795,-0.21,-6.31,0.26
10.801,-0.19,-6.25,0.34
10.805,-0.18,-6.27,0.35
10.811,-0.18,-6.27,0.50
10.815,-0.32,-6.33,0.82
10.820,-0.48,-6.42,1.26
10.825,-0.59,-6.48,1.59
10.830,-0.58,-6.50,1.58
10.846,-0.61,-6.50,1.52
10.848,-0.60,-6.48,1.57
10.852,-0.56,-6.45,1.67
10.854,-0.57,-6.42,1.75
10.867,-0.59,-6.41,1.60
10.867,-0.59,-6.45,1.18
10.868,-0.57,-6.46,0.72
10.872,-0.66,-6.46,0.36
10.875,-0.66,-6.44,0.21
10.880,-0.73,-6.40,0.12
10.886,-0.63,-6.37,0.01
10.890,-0.52,-6.31,-0.02
10.894,-0.45,-6.25,0.13
10.900,-0.40,-6.24,0.47
10.905,-0.45,-6.22,0.82
10.911,-0.45,-6.25,1.07
10.923,-0.52,-6.26,1.20
10.923,-0.48,-6.25,1.32
10.927,-0.41,-6.18,1.21
10.932,-0.31,-6.11,1.03
10.935,-0.19,-6.06,1.04
10.941,-0.08,-6.00,0.85
10.947,-0.06,-5.97,0.79
10.950,0.01,-5.91,0.60
10.955,-0.03,-5.91,0.58
10.963,0.04,-5.84,0.48
10.970,0.07,-5.83,0.43
10.972,0.20,-5.76,0.46
10.981,0.26,-5.69,0.50
10.981,0.37,-5.61,0.52
10.986,0.51,-5.53,0.16
10.990,0.58,-5.46,-0.00
10.995,0.68,-5.42,-0.10
11.000,0.68,-5.36,-0.04
11.005,0.78,-5.30,0.04
11.012,0.88,-5.25,0.16
11.016,0.98,-5.16,0.19
11.020,1.12,-5.09,0.26
11.025,1.25,-4.97,0.41
11.031,1.27,-4.88,0.64
11.036,1.42,-4.83,0.68
11.040,1.46,-4.76,0.59
11.047,1.55,-4.67,0.34
11.050,1.65,-4.59,0.20
11.056,1.76,-4.50,0.19
11.061,1.89,-4.40,0.20
11.065,2.06,-4.25,0.11
11.071,2.14,-4.14,-0.05
11.076,2.27,-4.03,-0.15
11.087,2.35,-3.95,-0.10
11.088,2.42,-3.87,0.08
11.092,2.47,-3.75,0.22
11.096,2.62,-3.64,0.22
11.118,2.74,-3.54,0.14
11.119,2.87,-3.41,0.09
11.119,2.89,-3.28,0.15
11.120,2.98,-3.15,0.16
11.121,3.14,-3.03,0.09
11.129,3.18,-2.89,-0.02
11.132,3.28,-2.78,-0.09
11.138,3.34,-2.64,-0.08
11.141,3.35,-2.52,-0.02
11.147,3.57,-2.37,0.00
11.152,3.63,-2.24,0.07
11.157,3.65,-2.08,0.03
11.162,3.78,-1.96,-0.02
11.166,3.89,-1.81,0.01
11.171,3.84,-1.67,0.06
11.176,3.94,-1.52,0.09
11.181,3.98,-1.40,0.01
11.186,4.03,-1.25,-0.07
11.194,4.17,-1.10,-0.11
11.196,4.13,-0.90,-0.03
11.206,4.14,-0.76,0.00
11.207,4.26,-0.65,-0.03
11.212,4.27,-0.48,-0.03
11.216,4.32,-0.31,-0.02
11.227,4.23,-0.18,0.00
11.229,4.32,-0.06,0.09
11.235,4.39,0.10,0.13
11.237,4.26,0.26,0.09
11.252,4.32,0.40,0.10
11.253,4.35,0.54,0.14
11.253,4.25,0.69,0.19
11.265,4.39,0.86,0.23
11.266,4.35,0.99,0.30
11.267,4.52,1.20,0.31
11.273,4.26,1.35,0.30
11.279,4.36,1.51,0.38
11.282,4.34,1.63,0.63
11.287,4.08,1.74,0.82
11.292,4.08,1.83,0.88
11.297,4.08,1.98,0.86
11.302,3.95,2.17,0.82
11.309,4.04,2.33,0.91
11.312,4.07,2.54,1.06
11.317,3.97,2.65,1.15
11.322,3.93,2.76,1.09
11.329,3.82,2.86,1.06
11.332,3.64,3.00,1.05
11.337,3.58,3.10,1.14
11.342,3.50,3.21,1.47
11.349,3.39,3.32,1.90
11.353,3.50,3.51,2.01
11.357,3.35,3.63,2.00
11.366,3.37,3.82,1.88
11.367,3.22,3.94,1.55
11.373,3.09,4.01,1.38
11.377,3.05,4.06,1.25
11.387,2.81,4.17,1.12
11.388,2.75,4.28,0.97
11.395,2.74,4.40,0.82
11.401,2.70,4.54,0.75
11.403,2.65,4.66,0.64
11.407,2.65,4.78,0.60
11.415,2.47,4.88,0.62
11.427,2.37,4.92,0.63
11.427,2.24,4.97,0.58
11.428,2.10,5.03,0.54
11.434,2.00,5.11,0.55
11.437,1.90,5.21,0.67
11.442,1.97,5.33,0.75
11.447,1.92,5.43,0.80
11.452,1.84,5.52,0.85
11.457,1.79,5.55,0.85
11.462,1.60,5.62,0.91
11.467,1.53,5.62,0.96
11.472,1.44,5.64,0.98
11.477,1.36,5.72,1.02
11.482,1.29,5.78,0.97
11.487,1.30,5.85,0.96
11.493,1.30,5.94,0.96
11.497,1.23,5.99,0.93
11.504,1.14,6.03,0.92
11.509,1.06,6.03,0.91
11.512,0.96,6.06,0.84
11.517,0.84,6.06,0.73
11.523,0.84,6.08,0.71
11.528,0.81,6.15,0.68
11.533,0.83,6.20,0.67
11.538,0.85,6.26,0.57
11.543,0.80,6.25,0.50
11.547,0.76,6.24,0.50
11.553,0.69,6.28,0.49
11.558,0.58,6.22,0.48
11.564,0.60,6.23,0.44
11.568,0.56,6.26,0.39
11.573,0.68,6.29,0.39
11.580,0.64,6.32,0.37
11.582,0.67,6.33,0.35
11.588,0.65,6.33,0.38
11.594,0.61,6.28,0.29
11.599,0.58,6.24,0.24
11.603,0.54,6.22,0.23
11.610,0.56,6.18,0.23
11.614,0.60,6.16,0.17
11.619,0.68,6.17,0.12
11.623,0.70,6.14,0.08
11.636,0.78,6.15,0.08
11.640,0.78,6.10,0.05
11.640,0.77,6.04,0.11
11.664,0.76,5.98,0.18
11.664,0.79,5.94,0.19
11.664,0.88,5.87,0.18
11.665,0.92,5.86,0.20
11.665,1.04,5.84,0.24
11.669,1.08,5.78,0.26
11.674,1.17,5.76,0.31
11.678,1.16,5.68,0.39
11.685,1.17,5.60,0.35
11.689,1.26,5.52,0.36
11.694,1.33,5.45,0.40
11.699,1.36,5.40,0.44
11.704,1.45,5.30,0.40
11.709,1.61,5.25,0.35
11.714,1.62,5.19,0.38
11.719,1.69,5.09,0.39
11.724,1.84,5.00,0.43
11.729,1.82,4.91,0.41
11.736,1.89,4.79,0.42
11.740,2.01,4.70,0.39
11.744,2.04,4.62,0.35
11.753,2.18,4.54,0.38
11.755,2.28,4.43,0.39
11.759,2.37,4.35,0.40
11.784,2.43,4.24,0.34
11.784,2.50,4.12,0.30
11.784,2.55,4.01,0.29
11.785,2.64,3.86,0.33
11.785,2.72,3.74,0.35
11.791,2.83,3.65,0.28
11.795,2.94,3.55,0.21
11.799,3.01,3.41,0.25
11.805,3.04,3.27,0.29
11.810,3.15,3.15,0.30
11.815,3.26,3.02,0.30
11.820,3.26,2.91,0.31
11.824,3.30,2.75,0.23
11.830,3.42,2.61,0.22
11.836,3.52,2.50,0.25
11.839,3.58,2.38,0.27
11.844,3.62,2.23,0.22
11.849,3.69,2.08,0.09
11.856,3.70,1.96,0.04
11.859,3.79,1.79,0.06
11.864,3.82,1.63,0.09
11.878,3.81,1.48,0.15
11.879,3.91,1.33,0.08
11.881,3.98,1.18,-0.04
11.885,3.96,1.03,-0.08
11.913,4.05,0.91,-0.04
11.914,4.17,0.77,0.02
11.914,4.12,0.60,0.02
11.914,4.08,0.44,-0.06
11.915,4.06,0.30,-0.12
11.915,4.09,0.13,-0.09
11.932,4.15,-0.05,-0.03
11.932,4.11,-0.16,0.01
11.933,4.18,-0.25,0.02
11.945,4.18,-0.40,-0.04
11.946,4.23,-0.57,-0.08
11.946,4.15,-0.76,0.02
11.950,4.07,-0.88,0.08
11.955,4.08,-1.04,0.08
11.962,4.11,-1.20,0.07
11.965,4.03,-1.33,0.06
11.971,4.00,-1.43,0.08
11.975,3.95,-1.58,0.06
11.980,3.83,-1.68,-0.63
11.984,4.15,-1.81,-1.37
11.990,4.09,-2.01,-1.62
11.998,3.83,-2.17,-1.65
12.004,3.61,-2.36,-1.49
12.004,3.59,-2.55,-1.33
12.016,3.55,-2.66,-0.98
12.017,3.56,-2.73,-0.37
12.020,3.55,-2.81,0.40
12.025,3.42,-2.90,0.64
12.030,3.63,-2.96,0.36
12.035,3.54,-3.17,0.42
12.040,3.21,-3.36,0.54
12.045,2.89,-3.57,0.64
12.050,2.92,-3.73,0.52
12.055,2.81,-3.83,0.47
12.060,2.74,-3.87,0.38
12.066,2.86,-3.89,0.50
12.070,2.94,-3.97,0.57
12.075,2.79,-4.06,0.69
12.080,2.61,-4.22,0.57
12.087,2.41,-4.41,0.56
12.091,2.12,-4.56,0.57
12.096,1.97,-4.68,0.64
12.102,1.93,-4.77,0.69
12.106,1.98,-4.78,0.73
12.111,1.95,-4.80,0.99
12.116,1.97,-4.87,1.30
12.122,1.94,-4.96,1.57
12.128,1.71,-5.07,1.80
12.131,1.43,-5.27,1.94
12.136,1.28,-5.43,2.08
12.146,1.10,-5.53,2.22
12.146,1.01,-5.60,2.23
12.171,0.90,-5.60,2.16
12.172,0.93,-5.64,1.78
12.172,0.91,-5.65,1.32
12.172,0.88,-5.64,0.74
12.172,0.83,-5.69,0.22
12.176,0.63,-5.75,-0.22
12.181,0.50,-5.86,-0.46
12.185,0.49,-5.93,-0.31
12.191,0.15,-5.97,-0.22
12.201,0.16,-5.97,-0.25
12.202,0.23,-5.91,-0.40
12.208,0.43,-5.86,-0.51
12.211,0.45,-5.91,-0.08
12.216,0.06,-6.02,0.23
12.221,-0.15,-6.17,0.35
12.226,-0.43,-6.32,0.14
12.231,-0.49,-6.38,-0.08
12.236,-0.52,-6.34,0.06
12.241,-0.30,-6.22,0.26
12.249,-0.12,-6.15,0.44
12.251,0.01,-6.14,0.60
12.256,-0.11,-6.14,0.76
12.265,-0.31,-6.24,1.05
12.266,-0.55,-6.39,1.44
12.299,-0.72,-6.46,1.75
12.300,-0.82,-6.51,1.83
12.300,-0.78,-6.50,1.80
12.300,-0.72,-6.40,1.54
12.300,-0.44,-6.31,1.27
12.300,-0.36,-6.25,1.02
12.301,-0.36,-6.21,0.81
12.306,-0.51,-6.29,0.55
12.314,-0.72,-6.35,0.26
12.317,-0.86,-6.41,0.06
12.322,-0.80,-6.42,0.07
12.326,-0.69,-6.30,0.18
12.331,-0.52,-6.21,0.26
12.339,-0.32,-6.07,0.31
12.341,-0.28,-6.03,0.41
12.347,-0.30,-6.07,0.60
12.351,-0.39,-6.13,0.85
12.356,-0.56,-6.19,1.08
12.361,-0.61,-6.20,1.15
12.367,-0.53,-6.14,1.10
12.376,-0.35,-6.06,0.99
12.376,-0.16,-5.92,0.90
12.389,0.09,-5.81,0.83
12.390,0.16,-5.75,0.64
12.396,0.03,-5.72,0.41
12.396,0.01,-5.78,-0.06
12.403,-0.02,-5.79,-0.45
12.407,-0.04,-5.78,-0.54
12.412,0.12,-5.70,-0.37
12.418,0.32,-5.55,-0.09
12.429,0.53,-5.45,0.16
12.429,0.68,-5.32,0.39
12.432,0.75,-5.30,0.60
12.437,0.70,-5.30,0.92
12.442,0.62,-5.30,1.19
12.447,0.64,-5.30,1.23
12.454,0.72,-5.24,1.03
12.459,0.93,-5.12,0.78
12.462,1.14,-4.92,0.60
12.466,1.41,-4.73,0.37
12.472,1.44,-4.66,0.06
12.477,1.54,-4.60,-0.29
12.482,1.51,-4.57,-0.60
12.488,1.52,-4.52,-0.79
12.492,1.54,-4.49,-0.73
12.497,1.69,-4.37,-0.43
12.501,1.84,-4.25,-0.05
12.510,2.08,-4.11,0.19
