time,x,y,z
0.007,0.11,1.45,0.04
0.008,0.80,2.21,-1.61
0.010,0.65,2.41,-2.15
0.014,0.04,1.89,-1.32
0.020,-0.61,1.31,-1.11
0.025,0.02,2.24,-1.31
0.030,0.89,3.58,-1.59
0.035,0.90,3.85,-1.17
0.040,0.14,3.05,0.26
0.045,0.34,3.60,1.52
0.050,0.97,4.97,1.60
0.055,1.64,6.18,1.10
0.060,2.27,7.85,1.14
0.065,1.63,8.08,0.97
0.078,0.32,7.18,0.96
0.078,-0.54,6.60,0.67
0.080,-0.76,6.36,-0.16
0.085,-0.71,6.40,-1.11
0.093,-0.24,6.65,-1.85
0.095,0.85,7.19,-2.08
0.100,1.98,7.76,-1.68
0.106,2.74,8.07,-1.04
0.110,2.80,7.96,-0.77
0.115,2.28,7.49,-0.84
0.121,1.29,6.83,-0.91
0.125,0.59,6.25,-0.69
0.130,0.36,6.07,-0.25
0.135,0.84,6.19,0.16
0.141,1.75,6.56,0.30
0.145,2.80,6.96,0.28
0.151,3.43,7.13,0.16
0.155,3.46,6.96,0.10
0.164,2.97,6.50,0.02
0.165,2.24,5.90,-0.17
0.170,1.63,5.41,-0.40
0.176,1.68,5.26,-0.72
0.180,2.22,5.41,-0.96
0.185,2.99,5.66,-0.99
0.190,3.80,5.90,-1.01
0.195,4.28,5.95,-1.12
0.202,4.28,5.75,-1.21
0.206,3.80,5.26,-1.22
0.211,3.23,4.75,-1.14
0.216,2.98,4.37,-1.00
0.224,3.24,4.29,-0.85
0.225,3.69,4.35,-0.69
0.231,4.17,4.47,-0.60
0.236,4.76,4.56,-0.68
0.241,5.05,4.53,-0.75
0.246,5.18,4.32,-0.74
0.251,4.97,3.97,-0.61
0.256,4.65,3.57,-0.50
0.260,4.52,3.24,-0.33
0.266,4.69,3.09,-0.16
0.271,5.10,3.11,0.25
0.276,5.69,3.15,0.83
0.282,5.99,3.08,1.17
0.286,6.03,2.90,1.21
0.291,5.96,2.61,0.90
0.296,5.80,2.26,0.54
0.301,5.59,1.95,0.30
0.306,5.56,1.70,0.05
0.311,5.70,1.55,-0.01
0.318,5.81,1.42,-0.05
0.323,6.09,1.30,-0.26
0.326,6.37,1.22,-0.69
0.331,6.36,1.15,-0.59
0.337,6.43,1.02,-0.23
0.341,6.64,0.81,0.02
0.346,6.60,0.56,0.14
0.352,6.36,0.31,0.47
0.357,6.29,0.04,0.87
0.362,6.37,-0.17,1.12
0.367,6.46,-0.33,1.29
0.371,6.36,-0.46,1.40
0.377,6.49,-0.59,1.38
0.382,6.57,-0.74,1.46
0.389,6.44,-0.93,1.35
0.393,6.58,-1.15,1.26
0.397,6.47,-1.32,1.16
0.401,6.32,-1.53,1.06
0.409,6.30,-1.71,0.97
0.414,6.27,-1.92,0.98
0.416,6.22,-2.10,0.99
0.425,6.67,-2.24,0.46
0.427,5.75,-2.22,-0.75
0.433,5.99,-2.48,-1.58
0.437,6.33,-2.75,-1.38
0.442,6.06,-2.93,-0.75
0.447,5.89,-3.16,0.25
0.452,5.69,-3.41,1.05
0.461,5.51,-3.66,1.62
0.465,5.51,-3.78,2.04
0.467,5.47,-3.84,2.51
0.473,5.43,-3.90,2.79
0.478,5.42,-3.99,2.72
0.483,5.50,-4.17,2.20
0.487,5.41,-4.36,1.80
0.495,4.91,-4.64,1.38
0.506,4.80,-4.85,0.89
0.506,4.23,-5.10,0.52
0.507,4.01,-5.32,0.52
0.513,4.08,-5.45,0.23
0.518,3.99,-5.54,0.11
0.523,3.88,-5.69,0.29
0.530,3.92,-5.76,0.44
0.533,3.69,-5.86,0.68
0.538,3.76,-5.99,0.95
0.543,3.61,-6.13,1.38
0.549,3.36,-6.29,1.88
0.553,3.13,-6.43,2.34
0.558,2.75,-6.59,2.58
0.568,2.70,-6.66,2.73
0.568,2.59,-6.72,2.74
0.575,2.52,-6.72,2.76
0.578,2.40,-6.79,2.87
0.586,2.21,-6.86,2.72
0.589,2.08,-6.97,2.42
0.594,1.79,-7.05,2.19
0.598,1.48,-7.12,2.06
0.603,1.48,-7.23,2.18
0.608,1.32,-7.32,2.66
0.613,1.30,-7.34,2.89
0.618,1.00,-7.34,2.70
0.624,1.15,-7.25,2.04
0.628,1.28,-7.27,1.55
0.633,1.07,-7.29,1.04
0.638,0.85,-7.36,0.41
0.643,0.68,-7.47,-0.18
0.647,0.33,-7.55,-0.77
0.653,0.19,-7.63,-1.19
0.659,0.13,-7.66,-1.44
0.663,0.04,-7.65,-1.53
0.670,-0.01,-7.64,-1.28
0.674,-0.02,-7.64,-0.84
0.678,-0.10,-7.65,-0.23
0.684,-0.20,-7.69,0.34
0.689,-0.31,-7.75,0.70
0.694,-0.46,-7.79,0.84
0.699,-0.54,-7.86,0.85
0.703,-0.51,-7.89,0.81
0.711,-0.47,-7.86,0.68
0.714,-0.47,-7.83,0.41
0.734,-0.56,-7.79,0.08
0.735,-0.60,-7.73,-0.34
0.735,-0.58,-7.71,-0.66
0.736,-0.56,-7.71,-0.89
0.744,-0.68,-7.73,-0.99
0.745,-0.77,-7.76,-0.94
0.749,-0.81,-7.78,-0.82
0.756,-0.82,-7.76,-0.62
0.758,-0.82,-7.77,-0.43
0.763,-0.87,-7.74,-0.20
0.768,-1.07,-7.69,-0.05
0.774,-0.89,-7.68,-0.08
0.778,-0.29,-7.69,0.09
0.783,-0.69,-7.60,0.22
0.788,-0.73,-7.54,0.05
0.793,-0.52,-7.47,-0.34
0.798,-0.52,-7.39,-0.63
0.803,-0.46,-7.35,-0.81
0.810,-0.40,-7.33,-0.85
0.814,-0.46,-7.29,-0.88
0.819,-0.43,-7.25,-0.86
0.824,-0.32,-7.27,-0.78
0.831,-0.21,-7.22,-0.60
0.835,-0.08,-7.15,-0.39
0.839,0.08,-7.08,-0.19
0.847,0.15,-7.00,-0.09
0.850,0.25,-6.92,-0.10
0.854,0.36,-6.86,-0.14
0.860,0.39,-6.83,-0.21
0.865,0.49,-6.74,-0.29
0.881,0.53,-6.68,-0.39
0.882,0.60,-6.60,-0.55
0.882,0.71,-6.50,-0.77
0.884,0.83,-6.45,-0.90
0.890,1.00,-6.35,-0.90
0.895,1.24,-6.27,-0.78
0.900,1.40,-6.20,-0.76
0.905,1.53,-6.12,-0.68
0.910,1.68,-6.02,-0.67
0.917,1.82,-5.95,-0.71
0.920,1.89,-5.81,-0.75
0.925,2.04,-5.72,-0.78
0.930,2.19,-5.61,-0.86
0.937,2.26,-5.54,-0.92
0.943,2.50,-5.45,-0.95
0.945,2.59,-5.31,-0.92
0.950,2.69,-5.19,-0.91
0.955,2.92,-5.07,-0.87
0.959,3.05,-4.97,-0.86
0.964,3.20,-4.84,-0.97
0.970,3.34,-4.70,-0.75
0.975,3.44,-4.60,-0.28
0.979,3.55,-4.44,0.02
0.987,3.69,-4.31,-0.09
0.990,3.88,-4.18,-0.35
0.995,4.06,-4.05,-0.55
1.000,4.48,-3.98,-0.46
1.005,4.67,-3.86,0.05
1.011,3.66,-3.61,0.52
1.015,3.85,-3.46,0.40
1.021,4.81,-3.30,0.33
1.025,4.56,-3.02,0.41
1.031,4.72,-2.78,0.89
1.037,5.32,-2.58,1.37
1.040,5.20,-2.40,1.51
1.046,5.15,-2.24,1.20
1.054,5.27,-2.17,0.73
1.055,5.14,-2.09,0.55
1.064,5.02,-2.00,0.70
1.065,5.18,-1.88,0.85
1.084,5.38,-1.65,0.64
1.085,5.50,-1.42,0.08
1.085,5.65,-1.18,-0.48
1.085,5.75,-0.99,-0.66
1.098,5.74,-0.82,-0.52
1.099,5.68,-0.70,-0.37
1.106,5.72,-0.56,-0.42
1.106,5.68,-0.42,-0.50
1.112,5.67,-0.22,-0.47
1.115,5.79,-0.03,-0.34
1.120,5.91,0.17,0.02
1.127,5.90,0.34,0.36
1.131,5.84,0.52,0.55
1.135,5.94,0.68,0.75
1.140,5.79,0.82,0.86
1.146,5.80,0.97,0.97
1.151,5.72,1.15,1.00
1.155,5.65,1.34,0.91
1.165,5.80,1.55,0.76
1.166,5.64,1.72,0.54
1.176,5.78,1.88,0.51
1.177,5.57,2.07,0.34
1.186,5.58,2.25,0.17
1.187,5.46,2.38,-0.01
1.191,5.38,2.53,0.01
1.199,5.31,2.66,0.08
1.200,5.20,2.83,0.26
1.206,5.16,3.01,0.43
1.211,5.17,3.19,0.57
1.216,5.05,3.36,0.68
1.221,4.98,3.53,0.80
1.225,4.98,3.70,0.96
1.231,4.86,3.83,1.08
1.236,4.71,3.99,1.12
1.240,4.47,4.13,1.02
1.249,4.35,4.24,0.83
1.251,4.29,4.36,0.77
1.256,4.23,4.52,0.69
1.261,4.21,4.67,0.67
1.267,3.90,4.79,0.71
1.271,3.95,4.92,0.60
1.276,3.79,5.04,0.59
1.281,3.75,5.18,0.52
1.291,3.51,5.29,0.56
1.292,3.54,5.41,0.50
1.317,3.35,5.50,0.34
1.318,3.34,5.64,0.29
1.318,3.13,5.69,0.33
1.318,2.94,5.79,0.42
1.318,2.81,5.85,0.60
1.322,2.68,5.93,0.84
1.326,2.63,6.06,1.08
1.331,2.45,6.14,1.12
1.338,2.36,6.22,1.06
1.341,2.25,6.34,1.06
1.347,2.24,6.42,1.09
1.351,2.07,6.47,1.07
1.358,1.92,6.55,0.98
1.362,1.89,6.61,0.83
1.366,1.71,6.69,0.62
1.378,1.68,6.71,0.46
1.379,1.59,6.77,0.40
1.386,1.53,6.85,0.38
1.387,1.47,6.91,0.34
1.403,1.34,6.93,0.28
1.404,1.25,6.98,0.31
1.404,1.14,7.01,0.41
1.417,1.15,7.08,0.58
1.417,1.07,7.11,0.68
1.418,1.04,7.18,0.74
1.421,0.90,7.19,0.83
1.430,0.94,7.23,0.96
1.432,0.87,7.23,0.91
1.436,0.67,7.24,0.98
1.444,0.89,7.24,0.75
1.447,0.76,7.25,0.80
1.451,0.57,7.25,0.67
1.457,0.75,7.27,0.43
1.462,0.62,7.31,0.35
1.467,0.71,7.34,0.32
1.472,0.67,7.32,0.25
1.477,0.65,7.32,0.24
1.482,0.66,7.28,0.36
1.488,0.57,7.26,0.59
1.492,0.67,7.21,0.83
1.497,0.60,7.17,1.00
1.504,0.70,7.11,1.07
1.507,0.66,7.03,1.11
1.522,0.68,6.99,1.18
1.523,0.63,6.95,1.23
1.523,0.75,6.91,1.17
1.529,0.77,6.91,0.95
1.543,0.42,6.93,0.78
1.544,0.42,6.90,0.60
1.544,1.87,6.69,0.94
1.547,1.38,6.68,1.08
1.557,0.74,6.71,0.87
1.557,0.83,6.66,0.43
1.563,1.36,6.54,0.35
1.571,1.65,6.38,0.74
1.573,1.28,6.36,0.99
1.577,1.23,6.34,0.79
1.586,1.55,6.30,0.36
1.587,1.84,6.21,-0.05
1.592,1.81,6.15,-0.05
1.598,1.70,6.08,0.21
1.602,1.68,5.97,0.53
1.607,1.86,5.90,0.52
1.613,2.07,5.73,0.25
1.620,2.23,5.68,0.18
1.623,2.27,5.58,0.42
1.628,2.21,5.50,0.80
1.633,2.39,5.38,0.82
1.638,2.73,5.24,0.51
1.643,2.79,5.14,0.27
1.648,2.68,5.00,0.38
1.667,2.76,4.89,0.58
1.672,3.03,4.79,0.56
1.672,3.22,4.70,0.39
1.673,3.27,4.62,0.22
1.675,3.34,4.49,0.27
1.677,3.47,4.34,0.37
1.683,3.57,4.17,0.38
1.689,3.69,4.01,0.28
1.695,3.73,3.87,0.19
1.698,3.72,3.74,0.09
1.703,3.86,3.60,0.16
1.708,4.00,3.49,0.24
1.715,4.09,3.38,0.18
1.718,4.48,3.22,0.21
1.726,4.69,3.06,0.37
1.728,4.27,2.90,0.39
1.733,4.31,2.73,0.17
1.738,4.76,2.53,-0.02
1.744,4.79,2.36,-0.01
1.748,4.55,2.24,0.12
1.754,4.70,2.10,0.12
1.759,5.09,1.90,0.04
1.765,4.93,1.77,-0.14
1.769,4.88,1.58,-0.33
1.773,5.23,1.40,-0.24
1.779,5.27,1.22,-0.21
1.784,5.15,1.06,-0.23
1.789,5.21,0.91,-0.35
1.799,5.34,0.75,-0.37
1.800,5.39,0.61,-0.19
1.804,5.34,0.40,0.13
1.809,5.38,0.20,0.36
1.827,5.38,0.05,0.36
1.828,5.37,-0.16,0.32
1.829,5.39,-0.34,0.39
1.829,5.38,-0.49,0.53
1.834,5.39,-0.65,0.67
1.839,5.43,-0.81,0.65
1.843,5.42,-0.99,0.61
1.850,5.39,-1.14,0.67
1.853,5.37,-1.31,0.88
1.859,5.32,-1.54,1.02
1.864,5.22,-1.68,0.90
1.869,5.44,-1.85,0.15
1.880,5.20,-1.85,-1.39
1.880,4.91,-2.03,-2.25
1.885,5.33,-2.30,-2.24
1.890,4.91,-2.53,-2.08
1.894,4.60,-2.74,-1.60
1.906,4.81,-2.87,-1.26
1.907,4.92,-2.95,-0.81
1.914,4.75,-3.05,-0.03
1.915,4.73,-3.20,0.87
1.923,4.79,-3.36,1.84
1.925,4.56,-3.55,2.46
1.929,4.28,-3.79,2.72
1.937,4.18,-3.96,2.69
1.939,4.02,-4.10,2.47
1.944,3.86,-4.24,2.04
1.948,3.78,-4.33,1.37
1.954,3.75,-4.41,0.58
1.959,3.68,-4.51,-0.27
1.963,3.69,-4.61,-0.75
1.969,3.50,-4.74,-0.99
1.974,3.24,-4.91,-1.00
1.979,3.09,-5.05,-0.94
1.984,3.00,-5.17,-0.71
1.990,2.84,-5.29,-0.23
1.995,2.72,-5.34,0.47
1.999,2.76,-5.43,1.07
2.010,2.69,-5.53,1.53
2.011,2.49,-5.58,1.78
2.016,2.34,-5.71,1.89
2.022,2.14,-5.86,1.92
2.028,1.92,-5.99,1.80
2.031,1.80,-6.08,1.54
2.035,1.70,-6.14,1.26
2.042,1.66,-6.16,0.87
2.048,1.60,-6.18,0.56
2.050,1.52,-6.25,0.38
2.056,1.35,-6.34,0.31
2.060,1.16,-6.46,0.27
2.065,0.97,-6.53,0.30
2.070,0.77,-6.65,0.45
2.075,0.67,-6.71,0.56
2.080,0.67,-6.71,0.81
2.085,0.66,-6.72,1.00
2.090,0.70,-6.75,1.10
2.095,0.59,-6.75,1.15
2.100,0.32,-6.80,1.26
2.105,0.20,-6.90,1.52
2.112,0.11,-6.96,1.66
2.115,-0.11,-7.01,1.51
2.121,-0.17,-7.08,1.31
2.125,-0.21,-7.09,1.14
2.131,-0.24,-7.06,1.07
2.135,-0.18,-7.05,0.99
2.141,-0.25,-7.12,0.74
2.155,-0.33,-7.13,0.52
2.156,-0.51,-7.17,0.45
2.156,-0.67,-7.25,0.53
2.161,-0.67,-7.27,0.85
2.183,-0.65,-7.27,0.95
2.183,-0.64,-7.22,0.90
2.184,-0.57,-7.18,0.91
2.184,-0.55,-7.15,1.09
2.197,-0.60,-7.18,1.29
2.198,-0.67,-7.23,1.38
2.198,-0.75,-7.27,1.32
2.212,-0.83,-7.27,1.16
2.213,-0.84,-7.25,1.00
2.213,-0.82,-7.21,0.97
2.226,-0.79,-7.17,0.89
2.227,-0.71,-7.08,0.70
2.227,-0.54,-7.00,0.39
2.230,-0.48,-6.93,0.19
2.241,-0.47,-6.92,0.16
2.241,-0.57,-6.99,0.22
2.245,-0.66,-7.05,0.26
2.259,-0.71,-7.08,0.32
2.259,-0.63,-7.02,0.40
2.260,-0.49,-6.93,0.55
2.265,-0.34,-6.81,0.72
2.276,-0.17,-6.76,0.87
2.276,-0.05,-6.68,0.97
2.280,-0.07,-6.68,0.91
2.294,-0.10,-6.70,0.76
2.295,-0.08,-6.69,0.66
2.295,-0.09,-6.68,0.63
2.300,-0.01,-6.61,0.53
2.314,0.25,-6.52,0.39
2.314,0.45,-6.38,0.32
2.315,0.58,-6.27,0.31
2.329,0.69,-6.19,0.29
2.329,0.74,-6.17,0.38
2.330,0.71,-6.16,0.49
2.336,0.74,-6.14,0.61
2.346,0.96,-6.10,0.91
2.347,1.24,-5.98,1.14
2.350,1.15,-5.82,0.87
2.364,1.35,-5.68,0.03
2.364,1.65,-5.58,-0.59
2.365,1.69,-5.45,-0.87
2.370,1.80,-5.41,-0.54
2.378,1.79,-5.36,-0.15
2.381,1.87,-5.36,-0.00
2.387,2.00,-5.25,0.03
2.399,2.11,-5.14,0.14
2.399,2.33,-5.04,0.56
2.402,2.51,-4.92,0.93
2.405,2.67,-4.73,1.00
2.416,2.81,-4.60,0.77
2.416,2.93,-4.50,0.38
2.420,2.96,-4.41,0.17
2.434,3.01,-4.35,0.15
2.434,3.15,-4.22,0.23
2.435,3.31,-4.10,0.13
2.440,3.46,-3.92,-0.15
2.455,3.54,-3.76,-0.30
2.456,3.66,-3.64,-0.32
2.456,3.87,-3.49,-0.16
2.469,4.00,-3.39,0.02
2.469,3.97,-3.25,0.07
2.470,4.07,-3.10,-0.02
2.476,4.23,-2.99,-0.09
2.486,4.39,-2.86,-0.04
2.487,4.47,-2.68,0.14
2.491,4.51,-2.52,0.22
2.504,4.61,-2.37,0.15
2.505,4.69,-2.21,-0.04
2.506,4.83,-2.03,0.02
2.511,4.87,-1.88,0.19
2.519,4.96,-1.70,0.28
2.521,5.02,-1.54,0.17
2.526,5.10,-1.39,0.10
2.536,5.13,-1.20,0.08
2.537,5.21,-1.06,0.13
2.547,5.31,-0.91,0.33
2.554,5.30,-0.71,0.46
2.555,5.30,-0.53,0.38
2.556,5.32,-0.35,0.17
2.561,5.34,-0.16,0.13
2.572,5.32,-0.03,0.29
2.572,5.34,0.14,0.41
2.576,5.41,0.30,0.42
2.581,5.38,0.49,0.32
2.595,5.39,0.68,0.35
2.595,5.40,0.86,0.48
2.596,5.35,1.03,0.64
2.610,5.43,1.20,0.62
2.610,5.42,1.38,0.59
2.611,5.35,1.52,0.55
2.617,5.31,1.68,0.68
2.627,5.26,1.84,1.12
2.628,4.82,1.93,2.13
2.632,4.96,2.06,2.64
2.645,5.09,2.27,2.73
2.645,4.99,2.54,2.67
2.646,5.11,2.82,2.51
2.652,5.23,2.99,2.15
2.659,5.05,3.12,1.39
2.662,4.73,3.19,0.67
2.667,4.22,3.17,0.51
2.676,4.09,3.16,0.58
2.677,4.02,3.29,0.72
2.681,4.07,3.55,0.96
2.686,4.28,3.84,1.07
2.694,4.46,4.11,1.01
2.697,4.41,4.27,0.96
2.702,4.19,4.35,0.94
2.707,3.87,4.39,0.76
2.713,3.56,4.43,0.44
2.717,3.31,4.49,0.24
2.722,3.32,4.67,0.14
2.736,3.49,4.88,0.26
2.737,3.55,5.09,0.45
2.737,3.47,5.25,0.48
2.750,3.42,5.35,0.33
2.750,3.20,5.41,0.16
2.752,2.84,5.42,0.18
2.757,2.63,5.46,0.33
2.772,2.49,5.51,0.38
2.772,2.47,5.67,0.31
2.772,2.50,5.82,0.18
2.790,2.49,5.96,0.16
2.790,2.51,6.07,0.27
2.790,2.33,6.16,0.40
2.793,2.16,6.18,0.42
2.800,1.90,6.16,0.38
2.802,1.76,6.15,0.33
2.807,1.63,6.23,0.42
2.819,1.59,6.32,0.56
2.819,1.64,6.44,0.66
2.822,1.68,6.56,0.66
2.828,1.63,6.63,0.59
2.836,1.50,6.68,0.62
2.837,1.33,6.67,0.68
2.842,1.18,6.64,0.78
2.848,1.01,6.63,0.81
2.856,1.00,6.69,0.79
2.857,0.96,6.75,0.78
2.862,1.05,6.83,0.86
2.879,1.07,6.90,0.93
2.880,1.04,6.96,0.98
2.895,0.94,6.96,0.97
2.895,0.81,6.91,0.88
2.896,0.69,6.87,0.90
2.896,0.59,6.90,0.94
2.897,0.60,6.90,0.94
2.913,0.58,6.93,0.95
2.913,0.65,6.99,0.96
2.914,0.71,7.01,0.89
2.930,0.69,7.03,0.92
2.931,0.67,6.95,0.94
2.931,0.57,6.92,0.94
2.933,0.48,6.90,0.93
2.941,0.48,6.83,0.86
2.943,0.54,6.83,0.83
2.949,0.60,6.87,0.86
2.959,0.75,6.89,0.91
2.959,0.84,6.90,0.92
2.964,0.81,6.83,0.92
2.968,0.80,6.79,0.94
2.976,0.76,6.68,0.93
2.978,0.75,6.62,0.99
2.983,0.80,6.59,1.03
2.990,0.89,6.55,1.01
2.996,0.99,6.55,1.00
2.998,1.10,6.55,0.97
3.003,1.21,6.52,0.94
3.017,1.19,6.45,0.96
3.017,1.23,6.33,0.96
3.018,1.23,6.22,0.91
3.036,1.28,6.15,0.88
3.036,1.39,6.08,0.82
3.037,1.48,6.01,0.90
3.038,1.59,5.99,0.99
3.053,1.71,5.93,1.03
3.054,1.86,5.85,0.95
3.054,1.95,5.75,0.93
3.071,1.94,5.63,0.95
3.071,1.94,5.51,0.94
3.071,2.04,5.42,0.85
3.073,2.16,5.32,0.81
3.081,2.27,5.26,0.74
3.084,2.46,5.18,0.71
3.089,2.63,5.09,0.72
3.094,2.77,4.99,0.71
3.100,2.87,4.86,0.65
3.104,2.89,4.72,0.61
3.108,2.89,4.60,0.57
3.116,2.97,4.43,0.53
3.118,3.12,4.31,0.52
3.124,3.27,4.23,0.52
3.129,3.44,4.14,0.49
3.141,3.59,4.03,0.40
3.141,3.67,3.92,0.37
3.144,3.69,3.75,0.38
3.160,3.77,3.57,0.36
3.160,3.87,3.38,0.34
3.160,3.88,3.23,0.27
3.176,3.90,3.13,0.26
3.177,4.09,2.97,0.26
3.177,4.31,2.86,0.24
3.179,4.38,2.73,0.29
3.194,4.38,2.57,0.30
3.195,4.48,2.38,0.32
3.196,4.52,2.21,0.28
3.203,4.55,2.02,0.24
3.204,4.60,1.88,0.27
3.209,4.77,1.73,0.26
3.215,4.92,1.58,0.26
3.222,4.98,1.44,0.23
3.224,5.04,1.29,0.25
3.229,5.00,1.12,0.29
3.240,4.94,0.92,0.28
3.241,5.04,0.70,0.26
3.244,5.03,0.50,0.29
3.249,4.95,0.31,0.33
3.264,4.97,0.17,0.32
3.264,5.10,0.05,0.29
3.265,5.20,-0.08,0.20
3.282,5.17,-0.26,0.21
3.283,5.14,-0.44,0.26
3.283,5.18,-0.65,0.20
3.289,5.15,-0.83,0.06
3.300,5.08,-1.01,0.02
3.300,5.04,-1.17,0.03
3.300,5.04,-1.30,0.08
3.317,5.06,-1.46,0.19
3.318,5.05,-1.59,0.18
3.318,4.87,-1.74,-0.13
3.319,4.75,-1.84,-1.61
3.327,5.20,-1.96,-2.10
3.329,5.18,-2.14,-1.90
3.335,4.52,-2.40,-2.21
3.344,4.12,-2.70,-2.59
3.345,4.43,-2.91,-2.61
3.349,4.42,-2.97,-2.11
3.355,4.36,-3.05,-1.37
3.361,4.60,-3.12,-0.23
3.365,4.92,-3.09,0.85
3.370,4.56,-3.16,0.70
3.381,4.71,-3.32,0.32
3.387,4.33,-3.70,0.57
3.387,3.84,-4.01,0.87
3.390,3.29,-4.26,1.14
3.407,3.32,-4.37,1.49
3.407,3.34,-4.41,1.83
3.408,3.69,-4.38,2.08
3.423,3.70,-4.41,2.39
3.423,3.69,-4.49,2.62
3.423,3.32,-4.69,2.81
3.425,3.05,-4.90,2.70
3.440,2.81,-5.19,2.59
3.441,2.36,-5.42,2.52
3.441,2.20,-5.50,2.46
3.458,2.24,-5.52,2.18
3.458,2.44,-5.44,1.61
3.458,2.33,-5.40,0.91
3.460,2.40,-5.30,-0.47
3.468,3.00,-5.34,-0.99
3.471,2.55,-5.53,-0.64
3.475,1.36,-5.85,-1.36
3.480,1.24,-6.11,-2.11
3.486,1.28,-6.28,-2.83
3.490,0.94,-6.31,-2.62
3.495,0.88,-6.27,-1.79
3.512,1.15,-6.19,-0.36
3.513,1.55,-6.10,0.71
3.513,1.57,-6.10,1.35
3.530,1.39,-6.20,1.72
3.530,0.90,-6.41,2.19
3.530,0.50,-6.65,2.52
3.531,0.22,-6.84,2.97
3.546,0.01,-6.90,3.01
3.546,0.01,-6.87,2.58
3.547,0.29,-6.71,1.74
3.564,0.52,-6.57,0.98
3.564,0.59,-6.54,0.62
3.564,0.44,-6.61,0.46
3.566,0.11,-6.76,0.31
3.575,-0.31,-6.99,0.04
3.577,-0.60,-7.11,-0.12
3.581,-0.72,-7.18,-0.05
3.591,-0.62,-7.11,0.20
3.592,-0.38,-6.95,0.55
3.596,-0.13,-6.82,0.77
3.601,-0.01,-6.75,0.98
3.616,-0.14,-6.82,1.18
3.616,-0.46,-6.97,1.40
3.617,-0.79,-7.14,1.65
3.634,-1.02,-7.26,1.74
3.635,-1.07,-7.26,1.59
3.635,-0.92,-7.14,1.42
3.636,-0.64,-6.99,1.19
3.652,-0.39,-6.82,1.07
3.652,-0.30,-6.78,0.96
3.652,-0.45,-6.86,0.78
3.669,-0.71,-7.00,0.58
3.670,-0.98,-7.14,0.54
3.670,-1.14,-7.14,0.59
3.671,-0.95,-7.08,0.65
3.680,-0.67,-6.92,0.74
3.681,-0.39,-6.74,0.84
3.686,-0.18,-6.59,0.97
3.698,-0.17,-6.58,1.05
3.698,-0.35,-6.68,1.15
3.701,-0.56,-6.80,1.23
3.707,-0.72,-6.88,1.23
3.714,-0.72,-6.88,1.17
3.716,-0.54,-6.78,1.07
3.722,-0.20,-6.58,0.96
3.727,0.11,-6.41,0.87
3.735,0.29,-6.29,0.78
3.737,0.29,-6.26,0.69
3.742,0.15,-6.34,0.48
3.758,-0.05,-6.43,0.03
3.759,-0.10,-6.44,-0.32
3.759,-0.01,-6.39,-0.36
3.775,0.27,-6.20,-0.20
3.775,0.64,-6.02,0.08
3.775,0.94,-5.88,0.34
3.780,1.08,-5.79,0.49
3.792,1.08,-5.81,0.71
3.793,0.92,-5.86,1.00
3.793,0.80,-5.93,1.27
3.811,0.81,-5.89,1.37
3.811,0.97,-5.78,1.23
3.812,1.32,-5.60,0.98
3.813,1.68,-5.35,0.73
3.822,1.95,-5.16,0.57
3.823,2.05,-5.08,0.33
3.827,2.04,-5.02,0.02
3.841,1.98,-5.06,-0.21
3.842,1.85,-5.09,-0.19
3.843,1.77,-5.01,-0.18
3.847,2.09,-4.89,-0.14
3.856,2.43,-4.70,-0.03
3.857,2.73,-4.45,0.15
3.862,2.90,-4.26,0.23
3.873,3.03,-4.19,0.27
3.873,2.99,-4.13,0.28
3.878,2.91,-4.12,0.29
3.894,2.92,-4.10,0.31
3.894,3.01,-3.99,0.27
3.906,3.25,-3.81,0.19
3.907,3.49,-3.57,0.08
3.907,3.77,-3.39,0.03
3.913,4.01,-3.20,-0.04
3.914,4.08,-3.07,-0.05
3.917,4.07,-2.98,0.00
3.924,4.02,-2.90,-0.01
3.927,4.03,-2.82,-0.03
3.934,4.11,-2.67,-0.02
3.939,4.29,-2.49,0.04
3.942,4.41,-2.30,0.03
3.947,4.55,-2.09,0.07
3.953,4.66,-1.93,0.07
3.959,4.76,-1.76,0.04
3.963,4.84,-1.61,0.08
3.968,4.88,-1.49,0.09
3.977,4.89,-1.34,0.12
3.978,4.87,-1.18,0.12
3.987,4.89,-1.07,0.09
3.987,4.99,-0.89,0.02
3.997,5.04,-0.68,-0.01
3.998,5.07,-0.52,0.03
4.003,5.18,-0.34,0.09
4.008,5.15,-0.19,0.21
4.013,5.16,-0.00,0.21
4.018,5.12,0.16,0.24
4.023,5.14,0.31,0.30
4.028,5.17,0.42,0.39
4.033,5.12,0.62,0.44
4.038,5.06,0.79,0.47
4.044,5.07,0.97,0.54
4.048,5.11,1.12,0.58
4.053,5.14,1.30,0.66
4.058,5.19,1.48,0.75
4.063,5.11,1.67,0.82
4.068,5.06,1.80,0.89
4.073,4.99,1.93,1.00
4.079,4.89,2.10,1.09
4.083,4.80,2.24,1.13
4.089,4.75,2.39,1.17
4.093,4.68,2.54,1.69
4.102,4.44,2.65,2.29
4.104,4.60,2.82,2.63
4.108,4.48,3.01,2.66
4.113,4.52,3.22,2.43
4.118,4.42,3.39,1.77
4.123,4.42,3.53,1.13
4.128,4.09,3.60,1.07
4.133,3.96,3.65,1.06
4.138,3.78,3.77,1.02
4.144,3.68,3.91,0.87
4.151,3.66,4.10,0.76
